BeatmapID,TotalWeightedPP,AppearanceCount,Placements,Title,DifficultyName
4381212,8131.9551,46,"66,44,85,75,75,38,44,74,7,38,96,29,82,81,43,37,58,35,29,92,27,33,27,18,32,27,48,77,17,42,4,18,18,38,9,15,3,18,70,72,67,26,49,96,66,37",Sentou de Pinch!,-Tynamo's Extra
5226286,808.6319,6,"67,33,55,100,61,17",Power of the Dragonflame,sytho's Dragonflame of the Vale Expert
1907933,1213.4375,8,"68,27,76,72,9,99,79,92",FREEDOM DiVE [METAL DIMENSIONS],Extra
5357401,72.7217,3,"69,82,70",BPM210 no Shanghai Alice (Instrumental),FIR'S EXTRA
5065131,3226.5034,8,"70,9,6,7,83,27,44,96",Valley of the Damned,Breaking Skies
4698324,62.7345,3,"71,70,81",Reign of Fear,VII
4700151,1833.4329,6,"72,39,8,49,10,51",NE PLACH',sh4rq_'s extreme
5187401,1586.1593,8,"73,15,98,28,87,21,60,13",Xeno Phantasm,mizto's Extra
4641263,2810.3564,14,"74,95,57,17,40,65,88,66,39,5,5,84,80,32",Blue Goose,Sytho's Expert
2111505,12050.3766,67,"75,97,70,21,72,83,45,69,47,52,63,21,43,60,63,6,41,15,66,51,63,15,56,12,92,14,15,50,13,74,22,79,18,71,8,79,50,47,67,57,67,44,13,28,6,88,13,9,96,73,46,21,41,89,3,7,50,46,47,72,38,59,56,30,11,5,25",Sidetracked Day,Sojourn Collab
5038991,24.2437,1,76,Stop Saying We Sound Like Dragonforce,Not Roupus' Legend
5421091,1102.0021,4,"77,21,15,63",Braking Down,Melancholic
5341644,1443.7634,7,"78,74,61,11,7,84,25",Sidetracked Day,Fatfan's Squarestream Extreme
4459494,10675.0819,40,"79,100,86,42,19,24,54,74,47,66,8,43,41,87,77,14,26,9,50,94,9,12,3,33,20,14,4,75,16,19,74,6,8,12,88,61,21,25,7,7",Blue Goose,Extra
4874839,1924.3642,9,"80,18,56,34,19,95,15,66,29",Sei Juuji Gakuen,Resolute
4944784,5899.2967,26,"81,79,70,41,24,20,6,77,56,78,26,78,10,23,21,59,5,56,30,50,35,30,9,87,39,25",Sidetracked Day (Short Ver.),Nlxus's Extreme
5181607,30.6086,2,"82,72",Sidetracked Day,Sh4rq_'s Extra
5067912,16.1351,1,83,First Storm (KonranP's Japanese Ver.),kowari's mikumiku
1621319,1195.9349,27,"84,35,97,97,28,73,79,49,80,48,36,62,56,87,42,98,78,54,97,76,62,78,40,44,57,51,81",Sidetracked Day (Short Ver.),Deflected Journey
5294787,192.6832,4,"85,59,44,64",End Time,-Tynamo's Extra
2833172,6308.462,25,"86,82,76,27,50,17,10,30,64,41,28,34,61,15,52,11,26,8,16,17,88,82,3,36,74",Ascension to Heaven,BoshyMan's Extra
4787837,1284.8289,13,"87,91,34,93,55,44,66,41,10,22,84,47,41",NE PLACH',uri's extra
5136936,30438.7868,103,"88,82,27,67,71,51,34,72,93,31,36,71,20,33,45,37,56,30,30,21,64,37,62,40,78,14,15,14,5,19,18,39,17,14,15,31,15,53,9,30,13,9,70,64,40,20,10,21,41,6,31,12,6,5,57,100,7,5,19,20,32,60,49,11,9,13,15,95,2,15,26,22,16,52,19,5,2,44,24,44,18,28,34,49,3,15,14,9,5,73,54,11,5,84,97,16,15,87,9,4,4,3,20",NNRT,Expert
5610793,11.7521,1,89,"The Sun, The Moon, The Star","The Magician, by ravensong"
4731665,1369.6907,13,"90,73,37,29,33,38,25,40,80,83,97,19,43",3y3s,-Tynamo's Extra
75359,371.9932,4,"91,35,93,23",Snow Goose,Sharon's
4946438,30.0769,2,"92,80",-ELIS-,Isolation
4247753,9887.0432,56,"93,97,96,53,29,68,84,69,44,48,65,38,24,36,20,63,49,32,51,86,46,56,97,52,26,6,36,15,80,29,4,46,38,48,67,37,27,9,29,23,5,54,3,6,53,31,7,60,8,39,36,79,34,67,34,94",F.I,Expert
5353417,448.4962,2,"94,23","Jashin no Konrei, Gi wa Ai to Shiru.",Inks & Sayuka's Extra
861180,521.6363,5,"95,24,49,68,86",March of War / Axe of Judgement,Relentless Brutality
2249015,1374.273,3,"96,8,25",Exile of the Floating World,Gabdu09's Extra
2358414,392.1693,2,"97,25",Destruction,Extreme
5633072,3708.2065,7,"98,3,3,69,47,4,61",Broken Illusion,Mirror of Kalandra
4647289,1313.49,6,"99,51,22,47,13,62",Aragami (Short Ver.),Transcend
1029562,134.4027,4,"100,67,97,39",Inferno,Tortured Soul Extra
2496721,1869.2125,6,"1,67,73,62,89,97",The Violation,pishi's Extra
4567074,3155.852,12,"2,71,3,86,89,42,97,23,51,35,43,73",L'erisia (Primary Logic),Roll_Pan's SPECIAL
5588362,2483.2145,3,"5,29,2",Anemone,riana
2843416,3320.5409,22,"6,86,56,97,21,37,83,40,27,22,89,62,97,17,93,76,26,27,76,83,92,24",Embraced by the Flame,Extreme
4419503,2298.4554,3,"7,12,17",L'erisia (Primary Logic),Elcheer's Expert feat. Luscent
5406011,980.334,1,10,The Limit Does Not Exist,an3's Singularity
4866300,918.0254,1,11,Icyxis,Uri's Expert
4862035,883.5183,5,"13,83,84,58,86",MEGALOMANIA,KK'S EXTREME
1432041,1103.8581,9,"15,91,75,94,91,64,74,17,91",Sky of Twilight,Stairway To Heaven
2502889,798.9284,3,"16,65,39",The Deceit,pishi's Extra
2039543,622.4139,1,17,Shinbatsu o Tadori Kyoukotsu ni Itaru,Extreme
1528368,803.902,2,"19,22",FUCK YOU!,Ultra
4704307,957.7118,10,"28,70,86,38,72,97,87,57,30,36",Gekiai No Yobigoe Ga Dekiai No Sakebigoe Wo Kurau,ratarok & danissima's Extra
4907863,1653.1251,4,"30,9,13,98",Symphony of a Dying Star,Sh4rglory's Extra
5430024,284.2826,1,31,The Limit Does Not Exist,Astronic & -Tynamo's Factorial
1218337,869.0123,19,"34,93,91,99,41,75,69,98,69,76,100,63,84,74,46,100,18,98,73","Yomi yori Kikoyu, Koukoku no Tou to Honoo no Shoujo.",Reverberation
4693567,384.0229,4,"36,48,38,89",NE PLACH',mithew's extreme
5769340,4188.3439,19,"38,27,27,58,4,55,9,40,79,53,69,84,4,47,100,47,11,78,50",MONTAGEM BATCHI,KUKI'S EXTREME
5715082,171.189,1,40,Japanese Transformation,HyperPigeon's Extreme
552068,163.8439,2,"42,82",Everything will freeze,Extra
4836714,5044.4997,37,"43,46,32,22,60,20,66,31,72,82,55,66,7,78,21,35,46,71,18,47,49,39,60,73,92,91,15,40,37,76,7,58,85,50,91,86,35",my love life needs a lobotomy,BLOODY RED
4878950,413.1744,2,"44,23",IMAGE -MATERIAL- <Version 0>,Extra
4864065,772.618,6,"47,55,15,92,63,95",It's a Monster House!,Summon Trap
547598,2400.3034,11,"49,88,72,25,37,14,45,15,11,14,100",Skrillex Circulation,Rekt!
5098651,5209.7526,30,"52,96,9,62,63,38,39,28,70,77,30,19,27,56,65,18,61,40,18,97,84,8,78,30,72,41,10,92,26,60",ANTIDOTE,SMOKE'S ANTIDOTE
4871419,219.5887,4,"55,70,94,35",AKARI BEAM CANNON LAST BOSS,MEGAFAN'S MASTER
4791385,24689.0625,86,"56,90,47,50,46,55,46,17,76,18,39,37,62,23,46,17,47,19,76,13,9,96,63,97,3,5,26,5,97,80,99,1,49,5,98,2,30,7,16,6,34,31,18,19,29,13,26,40,53,8,25,23,97,23,26,60,88,73,34,1,14,9,9,21,1,42,26,51,39,5,39,1,56,15,84,22,14,38,86,22,36,49,49,96,1,45",Song That Might Play When You Fight Sans,browiec's Extreme
4919168,11951.3745,50,"57,47,95,38,2,23,95,35,53,71,41,85,31,17,73,47,7,29,36,58,63,34,40,15,86,13,13,39,55,60,95,8,6,57,30,9,44,3,43,9,34,35,30,62,10,71,3,33,14,41",R U 4 Me? (Cut Ver.),Aakki's Extreme
4914437,2621.0228,20,"58,83,37,40,18,50,9,84,26,16,71,89,25,85,36,45,92,71,88,72",R U 4 Me? (Cut Ver.),Together Forever
5727651,25495.4539,53,"61,6,33,2,97,42,2,40,9,2,3,10,13,6,77,15,63,35,4,82,46,1,33,68,1,21,27,27,2,15,6,70,2,2,23,72,7,8,17,33,10,48,63,2,4,1,3,8,6,65,14,93,2",MONTAGEM BATCHI,EXTREME
5637653,15164.6707,47,"66,6,10,86,33,4,44,92,18,30,6,38,4,9,23,32,11,23,8,59,92,93,74,71,8,19,63,36,46,19,24,2,6,72,26,94,9,7,43,14,20,54,3,31,64,68,5",overture,cycles
4855807,9561.1796,53,"69,18,18,34,72,50,87,19,10,41,80,37,98,39,3,95,75,20,58,66,30,71,67,58,49,42,74,22,51,57,12,70,22,23,20,10,9,17,90,41,45,12,10,85,93,79,44,62,65,81,26,20,72",Sentou! Battle Tower,Fiery's Extreme
4876550,19425.2924,84,"70,20,18,15,63,9,38,19,27,93,29,26,16,38,76,76,22,63,68,48,26,17,37,39,93,68,9,16,93,89,8,15,12,13,38,67,19,87,89,30,40,17,86,16,54,5,32,66,84,37,39,66,71,14,10,44,19,22,19,93,91,20,1,1,11,41,11,56,57,49,32,36,30,23,46,11,72,4,63,58,20,73,70,39",Time to Say Goodbye (TV Size),PikA's Extreme
2328680,7141.0725,37,"71,82,76,45,9,45,13,66,76,21,31,25,17,17,84,92,92,90,12,24,82,16,11,54,16,67,45,71,13,91,12,8,97,46,48,41,80",ChuChu Lovely MuniMuni MuraMura PrinPrin Boron Nururu ReroRero (Chiptune Cover),Reform's Extreme
5388574,910.9532,4,"72,29,7,57","Jashin no Konrei, Gi wa Ai to Shiru.",shoyeu's Extra
1614500,236.2677,2,"74,28",Jikininki,mithew's Extra
5064278,1208.6107,8,"75,34,98,77,44,28,35,16",American Girls (Juztan Remix),-AzuMi's Broken Heart
752980,1900.7834,10,"77,37,50,7,17,96,14,91,38,81",Hall of the Mountain King,VII
4864435,1314.8165,12,"78,66,63,40,70,62,12,72,32,44,34,82",It's a Monster House!,Sotarks' Warp Trap
5068889,20.0891,1,80,Thine King Weeps for Mercy,h6zy's Extreme
4651524,1182.064,5,"81,16,11,32,82",toromi hearts 2,dancefloor clearer
4924798,18492.0828,87,"85,76,14,60,23,56,35,15,55,11,46,12,57,23,27,33,40,78,69,66,37,60,13,20,20,14,33,14,43,77,58,1,15,41,9,32,28,9,14,10,72,25,23,30,81,89,37,49,76,12,17,22,22,49,56,37,39,28,28,58,90,3,27,94,9,16,45,6,38,61,55,68,41,21,22,94,73,83,36,69,32,93,32,64,60,8,67",Time to Say Goodbye (TV Size),A r M i N's Extreme
4761012,262.1197,3,"86,36,45",FREEDOM DiVE,sstari's Another
784791,22.2162,3,"91,97,91",Ooi [Game Edit],Game Over
5711955,656.6394,6,"92,62,32,31,90,27",ESSE CARA!,SPECIAL!
970048,492.0822,10,"95,79,37,57,83,68,88,73,22,84",Gimme chocolate!!,BLACK CHOCOLATE!!
2281078,136.6618,5,"96,95,54,74,53",When It Falls (feat. Casey Lee Williams) (TV Size),Misery
3606973,21.2526,2,"97,78","Seishin no Kairi no, Sakebi to Nageki.",Extreme.
4538488,7.6251,1,98,The silent world (Instrumental Ver.),Daycore's Extra
4900284,7283.7909,49,"100,53,30,33,94,30,30,27,71,68,11,22,66,73,30,5,64,59,22,82,85,49,32,24,94,15,31,35,54,40,23,73,38,15,98,54,61,57,75,19,96,36,11,79,83,34,77,65,56",Time to Say Goodbye (TV Size),Kuki's Extreme
803828,4251.2829,13,"7,6,48,10,26,70,84,24,22,99,78,95,26",Reign of Fear,VI
5275552,1190.6747,2,"10,28",Infernus Ad Astra / Rise Of The Chaos Wizards,tacoyaki5's Legend
5064561,21799.2643,83,"14,71,43,72,61,83,38,50,31,58,41,19,23,38,38,43,20,13,84,36,85,21,74,29,51,23,35,21,39,58,32,69,36,21,23,18,16,44,13,5,94,19,3,26,58,18,34,66,19,8,59,8,37,42,63,17,12,4,3,5,13,31,10,36,30,17,30,1,41,88,13,11,18,4,7,5,9,35,54,7,22,8,46",Epitaph,Remembrance
1942387,5307.1143,18,"23,65,6,51,55,41,98,11,7,12,13,11,55,33,60,68,41,38",-ELIS-,Extreme
2670759,408.4917,2,"26,61",Shoujo Kisoukyoku ~ Speed Battle,Extra Stage
5054371,1026.3343,12,"28,56,52,80,66,77,51,34,39,42,70,83",Green Greens,-Tynamo's Sparkle
4684761,1522.158,7,"30,46,42,29,12,47,74",Save Me,Vile World
5108662,470.2403,5,"32,53,47,62,85",Hishin Matara ~ Four seasons where Starless disappeared.,Extra Stage
2673453,4920.6219,24,"34,14,17,94,54,73,46,40,73,69,8,85,23,25,86,67,42,59,28,22,90,12,11,35",Mou Ii kai?,Nevo's Rain
3884667,30530.9349,102,"36,41,72,35,56,34,59,64,53,18,31,2,9,39,36,36,59,100,8,32,6,3,49,33,84,97,8,94,32,25,23,62,7,46,9,43,13,32,3,3,76,39,49,60,3,75,32,28,2,95,48,5,93,77,28,74,3,69,31,3,1,90,39,7,27,9,5,17,53,90,46,28,7,66,71,20,29,41,3,17,22,3,87,15,15,14,55,6,48,19,46,23,59,8,80,1,70,58,34,24,7,70",Guitar to Kodoku to Aoi Hoshi,Akitoshi's Extreme
3675267,2021.913,7,"37,30,38,18,7,77,82",Azul Remix,IOException's Extreme
1695382,5578.7079,24,"38,17,53,62,83,92,42,48,48,20,10,63,26,7,19,78,13,81,35,35,14,31,91,8",Mou Ii kai?,Rain
2496720,14814.3662,46,"39,75,80,21,75,5,64,7,82,18,9,2,18,1,3,11,1,3,57,18,67,5,6,82,99,72,47,11,8,24,82,71,52,57,11,63,76,66,99,56,89,78,28,53,20,15",The Violation,Skull Fracturing Nightmare
4973572,5397.8747,14,"40,41,19,8,55,14,4,80,17,35,95,4,1,94",tam,let's meet again somewhere at the edge of the world
5240739,332.4592,4,"41,37,71,95",Marunouchi surviver,Extra
2126752,1514.7999,10,"42,58,9,68,54,30,81,59,76,94",Twilight Skies,Born to Conquer the Universe
3770735,1513.105,6,"43,24,70,32,29,8",Herald of Aegir,Extra
3468687,7834.2703,45,"44,16,92,93,86,29,56,66,30,47,42,62,41,37,31,28,41,16,41,25,32,79,26,21,59,12,85,80,11,15,15,87,40,32,95,6,9,80,19,90,1,70,43,92,94",Night of Winterlight,"The Alluring Sea of Stars, so Beguiling in the Night Sky"
4307891,128.1827,1,45,Tsuioku no Kuroki Makenshi,"Wielder of Magic Swords, Keeper of Memories"
1001682,7876.7974,27,"47,34,5,82,73,43,85,67,5,4,17,67,65,88,10,88,47,11,6,45,88,37,96,57,4,99,10",Through the Fire and Flames,Myth
4859464,757.4864,5,"48,70,18,47,67",Hold Up Your Hearts (Again),AnedeuwuAAa's Extreme Collab
4815899,1355.1868,7,"49,42,53,9,92,27,58",Ange du Blanc Pur,Saint
1557181,87.9768,1,52,Excalibur ~Revived resolution~,LEGENDARY SWORD
4165290,716.4931,6,"53,42,40,34,39,25",Fly With Me,Reaching Destiny
793845,2110.5794,7,"56,7,83,2,78,76,80",Dreadnought,Final Destination
2872154,2373.8988,9,"59,73,28,4,83,5,53,74,50",Lionheart,Extreme
930249,40060.1251,98,"60,92,39,73,79,55,5,72,3,34,1,52,48,3,2,4,42,26,56,25,42,7,5,13,87,10,6,33,37,73,23,18,20,1,29,5,1,10,48,1,21,2,1,80,59,20,6,29,59,53,15,2,55,2,1,17,12,21,9,37,15,77,55,13,78,80,63,74,6,46,10,31,67,13,51,34,10,86,22,1,13,1,22,40,4,25,15,1,4,79,48,23,2,6,3,3,18,52",Asu no Yozora Shoukaihan,Sky Arrow
2581610,449.8701,5,"61,28,66,65,73",Song I am.,I am Song.
5363579,435.5338,3,"62,22,97",Youyou Bakko ~ Who done it!!!,Phantasm Stage
4232907,4081.9923,16,"63,59,90,73,12,6,20,72,72,27,98,28,21,20,63,1",Ningensikkaku,Astronic x -Tynamo's Extra
1343792,3951.8432,26,"65,68,9,30,98,57,60,81,74,55,65,100,83,51,1,14,37,70,34,19,91,47,74,39,47,22",I Bet You'll Forget That Even If You Noticed That,Akitoshi's Extreme
2982835,1888.0866,14,"67,93,85,98,20,55,77,5,36,36,64,58,74,33",Tokyo Teddy Bear,Extreme
4193498,7101.5452,16,"68,4,39,40,26,3,11,51,24,20,4,10,29,96,24,7",To The Terminus,Extreme
1860991,1321.6123,9,"69,32,39,89,66,84,30,9,30",Reizouko Mitara Pudding ga Nai,Extreme
2659369,9150.4906,53,"71,78,100,65,60,41,22,73,48,59,48,34,40,55,23,37,56,24,23,86,18,19,11,59,13,8,55,46,91,79,39,51,8,61,45,17,11,51,96,36,41,30,37,72,32,27,87,73,12,2,22,26,77",Juvenile,Extra
4111695,193.964,5,"72,94,98,64,33",JAMMER,Collab Extra
3010178,9891.4132,31,"75,48,75,23,20,2,38,94,7,8,60,35,48,4,12,68,18,16,14,69,11,18,5,43,44,3,14,66,21,100,78",ReI,Reflection
1738018,1841.4827,15,"76,16,80,34,26,60,52,50,18,95,62,36,53,46,89",Flower,Sakura
1710847,1960.9351,13,"77,42,87,64,44,44,14,50,90,34,47,6,61",encounter,Kotori's Extreme
609843,22.2837,1,78,Oceanus,Divinity
1962374,1148.4745,10,"79,83,90,47,5,97,36,68,72,53",Kaishin no Ichigeki!,Sentiment
4137259,2460.9279,12,"81,41,13,25,21,14,61,33,50,54,17,69",Tower Of Heaven (You Are Slaves) (Cut Ver.),Acme
4139244,289.7987,3,"83,76,21",Heart For Yearning Journey,Neverending Adventure
4313217,92.2558,3,"84,49,97",First Storm (KonranP's Japanese Version),Mutual Promise
884664,3523.0378,15,"85,84,34,96,76,36,59,23,15,3,51,31,32,31,4",New World,Illusion
5138461,2152.0268,10,"86,33,37,24,66,64,32,75,4,23",Vibrant Springs,Tranquility
1706834,5639.794,37,"87,57,35,90,98,29,25,37,79,25,55,89,30,13,9,74,39,70,66,41,44,14,66,8,45,28,96,43,88,31,31,13,24,35,77,59,77",Mou Ii kai?,A r M i N's Extreme
4403746,27121.2314,100,"88,83,69,61,58,63,22,24,24,30,95,32,55,86,39,70,37,28,26,17,14,15,89,47,16,35,12,29,15,9,19,40,11,53,4,11,22,26,39,7,40,88,10,34,2,66,4,12,10,37,32,15,2,34,5,16,58,8,50,17,17,55,30,34,6,26,45,3,10,66,57,1,78,74,10,79,13,21,63,16,51,57,41,61,5,62,78,69,11,91,9,48,38,6,51,12,36,60,54,95",Valley of the Vale,Dcs' Extra
5380388,37.2261,2,"89,71",* Crow Solace *,Knowledge's Four Dimensions
870839,534.2408,5,"90,61,22,74,27",115,Extreme
3849893,687.007,5,"91,22,22,79,96",Kanjou no Matenrou ~ World's End,Marathon
4993832,25.3461,2,"92,85",Galactic Astro Domination,Fir's Extreme
4236616,440.9989,5,"93,59,65,92,16",Hanatachi ni Kibou o,"Here I wish, let there be light"
3055878,9.5881,1,94,CHOIR JAIL (TV Size),FATE
2935781,4099.5092,20,"95,29,12,71,34,18,5,56,74,36,37,16,25,61,17,20,79,99,97,85",KIZUNA MUSIC,Trust
2045906,352.345,4,"96,67,27,52",Verflucht,Another
5254251,7.7589,1,98,the wind's final wish,a promise fading in silence
2520049,892.5316,6,"99,16,33,67,45,89",First Storm -Japanese Version-,thanks for singing Brother
2447121,1899.3142,7,"100,87,3,27,96,14,21",083 - nekomimi,Nya Nya
4599213,2492.3683,13,"10,83,44,57,86,50,60,16,100,33,40,13,59",Tenkai e no Kippu,Our Ascension to Heaven
4020786,731.0532,1,13,Crystallite Dream,In Heartache's Profound Love
3666536,2085.8041,39,"21,55,89,93,85,88,64,85,77,73,96,96,58,51,92,58,69,50,91,74,55,20,63,34,67,55,90,31,74,75,64,62,52,25,51,76,68,83,41",Glory Days,AnedeuwuAAa's Extreme Collab
4064320,5882.1101,86,"26,68,49,21,8,19,82,83,83,81,73,74,83,82,85,86,94,63,62,66,69,99,90,90,63,49,80,97,51,98,81,59,51,39,63,80,89,97,47,38,95,83,97,47,5,55,39,83,59,61,54,48,43,91,37,81,61,63,50,25,58,34,96,90,48,74,46,70,23,99,48,57,61,39,49,61,59,48,73,41,52,85,38,45,45,58",Slider,FREEDOM DiVE
1860169,13399.852,77,"31,34,52,31,98,29,20,21,61,18,9,25,10,94,31,34,83,72,55,47,24,59,4,33,95,70,39,97,94,68,31,13,5,66,32,4,100,67,71,57,10,14,56,44,40,82,45,78,53,33,21,74,28,38,78,22,88,7,64,81,32,1,25,79,79,7,57,70,38,62,55,62,35,36,55,25,22",RAISE MY SWORD,A THOUSAND FLAMES
3665005,33234.6385,115,"35,94,85,26,47,33,40,68,57,19,22,23,70,17,25,1,31,8,16,51,36,13,27,76,39,12,5,92,28,29,17,35,10,57,93,47,37,20,63,30,6,35,17,14,8,6,71,11,6,10,41,33,22,11,24,4,6,17,18,17,63,64,2,29,13,72,40,10,92,88,3,96,29,2,55,33,92,25,45,86,29,4,77,9,48,24,38,21,5,23,9,20,41,17,8,5,58,55,20,18,9,54,36,5,12,29,56,95,22,43,91,2,81,14,62",Glory Days,Maki's Extra
2604568,260.3422,5,"36,59,92,81,84",Mynarco,Expert
5209251,3833.3244,19,"37,92,88,71,49,40,64,55,46,67,38,25,32,39,3,35,3,3,42",Sentou de Pinch!,Sytho's Extra
4978112,3277.5169,10,"38,73,91,16,46,17,88,3,4,38",Sidetracked Day (Short Ver.),Astronic's Extreme
5145185,1169.208,4,"39,11,26,65",Pesn' 8,From Heaven I Fell
4722420,6768.5043,39,"40,88,80,48,79,85,18,75,82,47,48,49,12,23,94,22,97,48,20,66,35,56,14,69,82,55,53,5,8,10,39,64,4,27,75,55,37,29,17",Sentou de Pinch!,nebuwua's LOW HEALTH EXTREME!
4847819,3315.0676,14,"43,66,65,23,11,32,94,50,11,16,3,85,89,88",Sukitte 100-kai Itte (feat. Hatsune Miku),sukisukisukisukisukisukisukisukisukisuki
4961220,4645.1065,14,"45,44,77,5,11,61,31,14,5,19,51,22,81,10",Pure Ruby (Game Ver.),Collab Another
796161,522.2933,11,"50,100,45,81,45,62,96,88,45,32,92",Martyr of the Free Word,Wrath
788088,3111.0052,11,"51,66,14,4,5,60,92,19,54,39,38",Reign of Fear,V
4853009,7267.3976,62,"52,72,92,99,63,86,67,93,43,61,59,58,48,28,49,62,75,96,25,89,58,29,52,63,78,38,61,76,26,43,92,36,23,58,64,21,94,55,28,51,95,45,61,9,66,7,97,17,66,24,29,68,22,13,18,59,7,65,32,19,41,87",Sukitte 100-kai Itte (feat. Hatsune Miku),Astronic's Extra
5035978,714.7776,6,"54,60,89,29,19,82",Symphony of the Night,Collab Extra
3645570,6058.5651,24,"57,84,51,10,82,41,54,19,51,50,11,60,22,47,14,2,57,26,3,63,14,11,80,80",The Empress,Bloodhunt
4728625,614.4608,8,"60,56,76,31,31,100,69,92",Aragami (Short Ver.),-Tynamo's Extra
1872812,6593.2645,31,"62,40,77,35,28,3,86,76,24,71,6,86,29,31,70,52,60,90,17,46,1,70,35,48,64,17,3,62,12,77,71",Rubik's Cube,Chaos's Expert
4892236,1395.7233,26,"63,63,100,64,22,76,70,73,98,62,87,46,56,77,44,73,42,47,99,22,47,59,51,72,67,72",Ange du Blanc Pur,BMD's Absolution
4440275,3487.4661,8,"64,9,17,7,10,13,49,26",slishkom pozdno,extreme
526757,47.6291,2,"65,100",Aragami,Death
5103177,6339.7737,30,"66,85,28,4,52,1,96,79,32,29,73,95,51,46,87,77,7,34,52,75,39,8,33,78,4,37,32,56,62,17",Stop Saying We Sound Like Dragonforce,Not shoyeu's Extra
4487659,74.5209,4,"67,94,93,72",Snowflakes,Endless Winter
5206607,853.8927,6,"68,87,31,21,40,36",Sentou de Pinch!,Rare & Mythical Extreme
3063865,40.0493,2,"69,94",Kagayaku Hari no Kobitozoku ~ Little Princess,Lunatic Oni: Shinmyoumaru Sukuna
1650859,279.8973,2,"71,29",Hold the Sword,Katana
4614397,11033.4498,72,"74,78,87,77,93,1,89,94,31,88,81,47,75,77,84,87,98,42,86,51,31,48,40,55,43,100,50,35,21,76,55,27,40,86,13,66,46,37,19,20,97,92,10,61,16,57,56,18,88,32,14,17,36,92,81,79,9,18,11,98,4,10,35,65,98,27,7,52,90,9,60,70",Flight of the Bumblebee (RST Classic),Luscent's Extra
5114204,3677.3243,13,"75,14,17,27,30,25,39,5,15,28,41,96,34",Pesn' 8,From Hell I Rose
4862037,600.7228,9,"77,67,62,46,37,33,45,75,97",MEGALOMANIA,MAAADBOT'S TRILLION PROJECTILES
4672134,55.9869,2,"78,63",ARE WE FLOATING IN SPACE,EXPERT
5394201,18449.8882,59,"80,58,68,64,91,69,38,55,74,12,17,27,16,37,38,28,26,32,24,13,3,33,9,32,66,16,38,35,65,3,16,4,99,5,5,22,66,8,44,6,4,13,49,36,1,12,78,4,7,7,11,99,44,31,11,34,10,24,4",Take me home,Homecoming
2245529,77.3268,5,"81,79,71,71,78",Come With Me To The Other Side (feat. Liv Kristine),Eternal Light
3963090,2725.8586,14,"82,63,66,89,2,40,84,21,82,21,94,4,77,48",Avoxtur af rotnu tre / Eldhjarta,Kedjur Innri Domgreindar
1766008,55.5403,2,"84,60",Lemuria,Elcheer's Extra
4972340,9600.187,67,"85,69,42,96,98,79,49,67,26,49,49,44,47,50,41,67,54,43,47,39,26,72,16,83,92,87,11,37,46,43,95,19,15,23,46,68,35,42,47,82,96,19,56,29,34,57,31,26,49,22,44,15,24,13,18,4,49,10,3,30,81,50,58,56,21,30,63",Sidetracked Day (Short Ver.),HyperPigeon's Extra
4816640,10797.621,38,"87,79,50,23,18,62,42,9,6,34,37,3,91,15,94,10,42,2,1,14,18,38,23,5,49,93,33,11,11,65,53,83,73,35,80,3,48,85",Ange du Blanc Pur,Extra
179070,736.116,5,"88,62,24,56,20",neu,Platinum
718156,196.2638,11,"89,87,97,88,59,70,58,82,65,58,96",Defenders,Legend
2944063,242.5146,4,"90,64,68,34",Hatsune Miku no Bunretsu -> Hakai (2018Remake),Expert
4572920,13112.4473,59,"91,46,99,10,26,95,80,83,82,15,8,38,54,76,9,39,10,57,64,75,78,36,62,46,25,64,79,20,37,23,17,46,2,12,59,66,28,6,7,13,50,18,94,26,33,57,26,18,19,15,7,4,56,47,21,66,10,66,97",Ningensikkaku,Expert
3204084,119.0647,2,"93,43",Destruction,PaRaFlame's Extra
2983479,54031.9135,151,"94,88,92,39,83,48,81,47,52,30,53,24,42,39,83,53,27,25,31,75,43,57,34,41,9,8,45,30,50,4,51,60,67,10,14,9,3,42,2,76,14,23,6,74,3,3,5,10,45,8,14,2,19,79,21,36,64,50,67,5,2,18,5,10,66,1,78,7,2,20,5,51,45,2,4,21,67,5,9,1,89,30,13,4,18,51,12,11,25,60,54,21,41,2,6,31,1,19,10,8,7,10,26,31,3,18,3,93,9,16,71,5,89,12,17,4,50,53,10,80,85,2,14,3,43,10,25,79,31,6,36,5,81,10,36,4,1,71,8,11,43,53,3,40,12,24,92,20,42,2,19",Lionheart,Expert
4033854,6951.3799,26,"96,99,66,62,36,74,34,12,24,6,17,41,33,17,56,99,3,54,9,4,24,47,26,64,40,4",Dawn of the Dragonstar,Maki's Expert
5040092,5532.3559,21,"97,95,56,36,74,40,49,57,25,53,6,8,85,11,97,10,70,13,83,11,2",Green Greens,Poyo!
4977917,7341.6382,21,"98,95,69,53,29,24,41,5,7,5,42,2,6,25,4,23,81,24,11,12,47",tam,extreme
4968396,13328.0559,56,"99,62,80,49,68,47,69,30,36,55,15,22,34,9,43,13,10,92,78,7,33,73,16,52,3,73,64,5,10,31,14,32,26,33,6,1,3,48,25,96,39,64,78,77,48,74,18,23,75,55,5,12,46,58,50,76",Pure Ruby (Game Ver.),Extreme
425761,3651.8584,17,"12,25,15,20,78,96,2,54,75,34,43,33,13,76,65,57,56",Rave-up Tonight,Extra
946082,495.227,1,19,Shiroi Yuki no Princess wa,Snow White
1494828,3832.2701,16,"21,28,69,37,6,100,20,67,26,31,80,2,93,95,94,82",Bluenation,Grace
